checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,18.0,critical account,business,250.0,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,41.0,store,rent,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,0
no account,12.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,<1 years,4.0,none,1.0,car or other,32.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,21.387386,critical account,radio/television,1690.7843,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,28.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,1346.9628,<100 DM,4<= <7 years,4.0,none,4.0,car or other,35.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (new),785.39655,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,37.0,store,for free,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,41.1522,critical account,radio/television,1204.6588,<100 DM,1<= < 4 years,4.0,none,3.0,real estate,42.604218,none,rent,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
>= 200 DM ,24.0,existing credits paid back duly till now,car (new),1042.4844,100 <= <500 DM,1<= < 4 years,4.0,none,1.0087093,savings agreement/life insurance,42.0,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,delay in paying off,car (new),1393.888,100 <= <500 DM,>=7 years,4.0,none,2.0,real estate,75.0,none,own,1.0,unskilled - resident,1.0,yes,yes,female,married/widowed,1
0 <= <200 DM,8.119489,existing credits paid back duly till now,car (new),18424.0,<100 DM,4<= <7 years,1.0,none,3.0,car or other,75.0,none,own,4.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,business,3025.821,no savings account,4<= <7 years,3.0,none,4.0,real estate,75.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,36.0,critical account,car (new),3456.7761,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,25.0,none,rent,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,0
no account,12.0,existing credits paid back duly till now,furniture/equipment,6368.1714,no savings account,<1 years,3.0,none,1.0,real estate,26.041061,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,22.25136,existing credits paid back duly till now,car (new),2755.8062,<100 DM,>=7 years,2.0,none,3.0,real estate,73.41937,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,12.0,existing credits paid back duly till now,car (used),1032.9944,100 <= <500 DM,4<= <7 years,4.0,none,2.0,unknown / no property,25.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,4.0,critical account,car (new),775.4527,<100 DM,unemployed,4.0,none,2.0,real estate,37.0,bank,own,1.0,unskilled - resident,1.0,yes,yes,female,married/widowed,1
no account,15.0,critical account,car (new),18424.0,no savings account,unemployed,2.0,none,3.0,unknown / no property,43.119423,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,car (new),1482.2955,<100 DM,1<= < 4 years,1.0,none,2.0,car or other,38.0,none,own,4.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,<1 years,1.0,none,1.1912206,car or other,33.0,none,own,1.0,skilled employee / official,2.0,none,yes,male,divorced/separated,1
no account,9.0,critical account,domestic appliances,250.0,>= 1000 DM,4<= <7 years,4.0,none,2.0,real estate,43.25785,bank,for free,1.0,skilled employee / official,1.0,yes,no,male,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,car (new),3553.5107,<100 DM,>=7 years,4.0,none,3.0,unknown / no property,49.55837,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,5.9825773,existing credits paid back duly till now,furniture/equipment,2088.9956,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,car or other,27.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (new),250.0,<100 DM,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,37.0,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,18.0,existing credits paid back duly till now,radio/television,1536.9946,<100 DM,>=7 years,4.0,none,2.0,real estate,40.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
no account,24.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,2.0,none,4.0,car or other,46.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,250.0,100 <= <500 DM,>=7 years,4.0,none,1.6130657,car or other,36.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,25.681091,existing credits paid back duly till now,retraining,1665.2972,<100 DM,>=7 years,4.0,none,2.0,real estate,46.79929,none,rent,2.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
0 <= <200 DM,12.0,delay in paying off,business,688.6359,<100 DM,<1 years,4.0,none,4.0,car or other,28.0,store,own,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,36.0,critical account,radio/television,250.0,<100 DM,>=7 years,4.0,none,4.0,car or other,35.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,30.0,existing credits paid back duly till now,radio/television,3548.1377,<100 DM,<1 years,2.0,none,3.0,savings agreement/life insurance,33.367928,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,critical account,radio/television,1542.9038,<100 DM,>=7 years,4.0,none,3.0,unknown / no property,32.0,none,for free,1.0,management/ highly qualified employee,1.0,yes,yes,female,married/widowed,1
no account,4.0,critical account,radio/television,3040.3464,<100 DM,<1 years,4.0,none,2.0,unknown / no property,30.0,none,own,2.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (new),1375.705,no savings account,1<= < 4 years,4.0,none,2.0,car or other,75.0,store,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,domestic appliances,3839.1147,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,30.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,18.0,critical account,radio/television,3325.5654,<100 DM,4<= <7 years,4.0,none,4.0,car or other,19.0,store,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,radio/television,1869.5516,<100 DM,>=7 years,4.0,none,2.0,unknown / no property,75.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,6.7617407,critical account,car (new),250.0,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,43.32324,bank,for free,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,0
no account,12.0,existing credits paid back duly till now,car (new),935.76483,no savings account,>=7 years,4.0,none,4.0,unknown / no property,27.41006,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,domestic appliances,4346.3657,<100 DM,1<= < 4 years,1.0,none,4.0,real estate,75.0,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,24.0,critical account,domestic appliances,1214.0217,<100 DM,unemployed,4.0,none,3.0,car or other,28.0,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,furniture/equipment,3630.2476,<100 DM,unemployed,4.0,none,4.0,real estate,42.30326,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,72.0,no credits taken,car (new),250.0,>= 1000 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,42.714317,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,9.0,critical account,car (new),1945.875,<100 DM,>=7 years,4.0,none,2.0,real estate,41.110714,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,24.0,critical account,furniture/equipment,18424.0,<100 DM,<1 years,3.0,none,4.0,car or other,75.0,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,delay in paying off,radio/television,3836.1152,<100 DM,1<= < 4 years,3.0,none,4.0,car or other,31.331024,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,all credits at this bank paid back duly,radio/television,1465.7715,500 <= < 1000 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,26.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
<0 DM,4.0,existing credits paid back duly till now,car (used),1280.5942,no savings account,>=7 years,3.0,none,2.0,car or other,36.0,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,18.0,delay in paying off,business,382.1669,<100 DM,>=7 years,1.0,none,3.0,real estate,40.0,none,own,1.0,management/ highly qualified employee,2.0,none,yes,male,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,car (new),924.5514,<100 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,48.0,existing credits paid back duly till now,domestic appliances,18424.0,<100 DM,1<= < 4 years,1.0,none,4.0,savings agreement/life insurance,37.87624,bank,rent,2.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,0
<0 DM,18.0,delay in paying off,radio/television,250.0,<100 DM,1<= < 4 years,4.0,none,1.0,car or other,75.0,none,for free,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,6.0,existing credits paid back duly till now,car (new),1501.2377,<100 DM,<1 years,4.0,none,1.0,real estate,33.76866,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,26.824306,critical account,business,3852.0896,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,27.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,4.0,existing credits paid back duly till now,furniture/equipment,250.0,>= 1000 DM,1<= < 4 years,4.0,none,2.0,car or other,58.30021,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,domestic appliances,2709.6387,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,34.966396,none,for free,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,delay in paying off,car (new),1249.3992,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,27.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,car (new),3556.6328,<100 DM,>=7 years,4.0,none,2.0,real estate,33.0,none,for free,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,critical account,car (used),619.14014,500 <= < 1000 DM,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,45.806175,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
no account,4.0,critical account,business,423.28003,no savings account,4<= <7 years,4.0,none,4.0,unknown / no property,75.0,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,0
no account,6.0,existing credits paid back duly till now,radio/television,10081.673,<100 DM,>=7 years,2.0,none,2.0,unknown / no property,23.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,car (new),1882.8953,<100 DM,<1 years,4.0,none,4.0,unknown / no property,75.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,11.227533,delay in paying off,car (used),644.3146,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,75.0,none,own,4.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
<0 DM,10.0,critical account,furniture/equipment,2824.5771,<100 DM,>=7 years,4.0,none,3.0,real estate,29.71211,none,for free,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,business,250.0,<100 DM,<1 years,4.0,none,1.0,real estate,75.0,store,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,36.0,existing credits paid back duly till now,car (used),18424.0,100 <= <500 DM,1<= < 4 years,1.0,none,3.0,unknown / no property,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,72.0,critical account,car (new),250.0,<100 DM,<1 years,4.0,none,2.0,real estate,42.720047,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,0
no account,12.0,existing credits paid back duly till now,car (new),1245.6879,>= 1000 DM,unemployed,3.0,none,2.0,real estate,33.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,>=7 years,4.0,none,2.0,real estate,44.0,none,own,4.0,management/ highly qualified employee,1.0,yes,yes,male,married/widowed,1
>= 200 DM ,18.0,no credits taken,car (used),2396.4402,500 <= < 1000 DM,1<= < 4 years,4.0,none,4.0,car or other,47.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,2071.9763,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,27.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,education,18424.0,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,34.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,18.0,critical account,car (used),18424.0,<100 DM,4<= <7 years,4.0,none,2.0,unknown / no property,28.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,<1 years,4.0,none,2.0,unknown / no property,75.0,none,for free,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,24.0,critical account,retraining,3018.2837,<100 DM,>=7 years,4.0,none,2.9791968,real estate,27.0,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,72.0,critical account,radio/television,1005.85144,<100 DM,>=7 years,4.0,none,2.0,unknown / no property,48.25731,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,14.064987,existing credits paid back duly till now,retraining,2026.9869,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,26.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
