LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
66341,0,2,2,1,-2,-1,-2,-1,-1,-1,-10,169,608,2056,1388,-545,9322,2215,6909,1852,226,2456,0
303970,1,3,0,1,-1,-1,-1,-1,-1,0,322,-813,-1843,1240,6596,15452,709,0,2777,329,2098,145,0
85289,1,2,2,1,0,0,0,0,0,0,52737,41035,24400,8176,-171,12900,4896,1905,3040,451,679,1229,1
310242,0,1,1,1,-1,-1,-1,-1,-1,0,672,38109,77009,53606,36631,14697,464,3444,4153,1523,99195,2454,0
113546,1,3,2,1,0,0,0,0,0,0,93955,37721,52093,29900,37943,47739,2117,1892,1923,3820,1427,539,0
102965,1,1,1,1,-1,-2,-1,-1,-2,-2,2670,1256,1159,1067,422,1816,0,871,28300,276,3900,2179,0
295250,1,4,2,1,0,-1,0,0,0,0,465676,191411,215315,233511,258495,335411,7342,12262,7262,19202,1954,814,0
82895,0,3,3,0,0,0,0,0,0,0,6891,15876,21691,59362,12334,67613,1154,1542,2172,148,2473,690,0
144580,0,2,1,0,-1,-1,-1,-1,-1,-1,996,506,-1202,1973,2435,-562,1491,1315,2887,558,536,0,0
34910,0,4,2,1,-1,-1,-1,-1,-1,-1,-1041,-795,832,2203,139,444,0,341,166,328,4252,543,0
140051,0,2,2,1,0,0,0,0,0,0,11669,15172,28045,37385,3371,22447,2045,1115,1878,772,1902,34,0
82395,0,1,1,1,-1,-1,-2,-2,-1,-2,56,-190,-809,2456,165,-2659,132,400,873,15,0,10,0
163807,0,2,2,0,2,0,0,0,0,0,32181,50881,36116,46798,952,599,313,0,531,508,729,180,0
59655,1,1,2,1,0,0,0,0,0,0,17072,2600,14600,45777,918,1971,493,2551,762,1432,270,408,0
268007,1,2,1,1,1,-1,-1,-1,0,0,2843,766,4752,-896,571,1707,885,2663,1118,942,1548,1309,0
70896,0,5,1,1,-1,0,0,-1,-1,-1,10895,11791,40923,22286,375,1407,3889,2153,1484,7226,17874,4986,0
212228,0,1,2,1,-1,-1,-2,-2,-2,-2,-1507,-414,982,1609,476,-953,277,0,1339,107,3974,16,0
129144,0,2,1,1,2,2,2,0,0,0,177369,171180,85256,67317,32404,130343,0,10489,952,1835,13432,3018,1
316732,1,1,1,1,2,2,-1,-1,0,-1,39770,51611,723,36485,36563,22254,3294,0,9229,1803,1887,6097,1
32271,0,2,2,0,-1,0,0,0,0,0,1179,726,25830,26243,15598,-760,907,2292,422,109,1669,359,0
84238,1,1,1,1,-1,0,0,-1,-1,-1,86556,46119,18048,1639,48,-601,17764,2426,1138,1837,6406,1048,0
43012,1,2,3,1,0,0,0,0,0,0,17528,155028,45008,144630,123750,56389,2759,2661,3206,540,5109,6633,0
347572,0,1,1,1,-1,-1,-1,-1,-1,-1,-675,-336,-398,1182,240,16488,342,16108,1157,5929,7099,4653,0
219364,0,2,2,1,1,2,2,2,0,0,141720,295380,126780,89849,171014,99824,2618,9049,6921,1512,8140,3190,1
71995,0,5,2,0,-2,0,0,-2,-2,-2,-816,501,-933,1675,-128,-560,0,255,131,0,0,0,0
53346,0,3,2,1,2,2,0,0,0,0,8555,31904,34533,17917,46034,76564,1561,1026,1462,15411,1657,1842,1
127017,0,1,2,1,-2,-2,-2,-2,-2,-2,-586,338,-507,1148,-565,-1553,998,764,836,59,598,1584,0
333744,1,2,1,1,1,-2,-1,-1,-1,-2,-438,-943,-647,-98,188,-114,359,283,620,2202,51,147,1
249393,0,1,0,1,-1,-1,-1,-1,-2,-1,-76,1139,-143,2614,-831,-1900,1441,1121,1193,525,4514,0,0
234034,0,2,1,1,0,0,0,0,0,0,89776,75236,109176,83743,78546,91899,7842,3694,5322,5785,5561,8994,0
44750,1,2,2,1,-1,-1,2,-1,2,0,-6,9153,17286,2811,9199,34554,706,3251,5804,6415,1573,1619,1
40376,0,1,1,1,2,2,2,2,2,2,41139,43140,39561,31897,30502,60578,0,980,1073,0,1547,2327,1
43681,1,2,2,1,0,0,0,0,0,0,31899,97661,64910,31850,51094,65604,1717,1352,748,742,1538,2953,0
136710,1,1,2,1,1,0,0,0,0,0,82192,101610,93147,46225,62219,79161,2560,5828,2966,1307,4562,2514,0
168832,1,2,1,1,0,0,0,0,0,0,176606,105500,159070,159534,122370,154992,7788,10550,2070,0,7395,6587,0
494658,0,2,2,1,0,0,0,0,-1,0,99309,47461,63646,34137,47175,50933,9300,1742,47118,2154,4942,2577,0
62397,1,3,1,1,0,0,0,0,0,0,155613,208985,133183,152887,134962,157910,1523,5078,1372,2427,5769,963,1
463942,1,1,2,1,-1,-1,-1,-1,-1,-1,218,-247,-785,1704,2592,-1807,585,403,1903,284,401,324,0
260560,1,2,1,1,2,2,-1,-1,-1,-1,1323,-432,431,3246,2002,432,240,0,868,6841,8101,130,1
360148,1,1,2,1,-1,-1,-1,-1,-2,-2,-356,2376,1077,2613,1093,2360,1775,2731,760,0,1258,205,0
370734,1,4,2,1,-2,-2,-2,-2,-2,-2,-301,-883,-922,1129,318,494,271,1258,1815,4706,3256,42,0
48798,1,1,2,1,-1,-1,-2,-2,-2,-2,630,-48,-1167,930,790,571,120,746,188,460,1060,0,0
15098,1,1,2,0,-1,0,-1,0,0,0,3260,1009,-160,3927,29824,-49,93,1565,227,799,1444,1383,1
30678,0,2,2,1,0,0,0,0,0,0,40970,54920,41824,19507,14883,18691,5275,876,3396,1699,2124,299,0
221979,1,1,2,0,-2,-2,-2,-2,-2,-2,-210,-2844,-1133,276,-1671,-1862,0,887,0,659,460,58,0
28776,1,1,2,1,0,0,0,0,0,0,24676,2736,16580,7109,11085,-577,491,1994,1306,627,1374,1070,0
352835,0,1,2,1,2,-1,0,0,0,0,461338,387253,464613,491879,457836,352236,16982,15710,25141,6406,13704,23572,0
109905,0,3,2,1,-2,-2,-2,-2,-2,-2,-654,-262,-606,2453,-1704,-697,70,1324,458,227,1152,42,0
364300,1,3,1,1,0,0,0,0,0,0,114525,306189,263320,252823,161873,116777,21617,11701,4079,6587,581,2975,0
361079,0,2,1,1,-1,0,-1,-1,-1,-1,8361,26949,14370,21717,20287,1999,11624,637,3350,389,26748,36110,0
304912,0,2,2,1,0,0,0,0,0,0,143204,174222,161412,122503,87439,82838,24799,2577,4713,2830,5269,590,0
22825,1,1,2,1,0,0,0,0,2,2,41087,48193,45543,31680,23879,35631,1548,3406,1330,692,1079,370,0
207986,1,2,1,1,2,-2,-2,-1,-1,-1,9,1828,1797,1152,861,18692,862,1256,3788,713,6040,4225,1
117757,0,2,2,1,0,0,0,0,0,0,67018,49506,32745,73265,69608,98819,88727,5631,3968,115,4778,2168,0
78347,1,4,3,1,0,0,0,0,0,0,35984,34850,39787,36592,35189,48794,1589,2224,634,0,2790,325,0
66947,0,2,1,1,0,0,0,0,2,2,25987,126636,18347,14309,9549,9950,5342,2492,1300,1605,323,1317,0
109191,0,1,2,1,-2,2,-1,0,0,0,1419,44064,10743,51598,17181,723,194,11027,1695,868,68737,21,1
486779,1,1,1,1,-1,0,2,2,2,2,210088,50984,177287,132150,82437,217872,7614,7218,5699,2455,3904,4220,1
298160,1,1,1,1,0,0,0,0,0,0,103297,168044,153695,133954,126180,110000,11411,12019,1788,3801,4913,2106,0
73028,1,0,2,1,1,-1,0,0,0,0,2920,22162,30475,35009,73427,30511,3246,2002,17504,759,10484,7365,0
365756,1,1,2,1,-2,-2,-2,-2,-2,-2,649,-673,-82,1099,2173,1810,60734,68,3268,431,4676,32055,0
71478,0,3,0,1,-1,-1,-1,0,0,0,55900,41032,43573,52229,38935,50936,2431,1910,2806,585,5453,837,0
136133,1,2,2,1,-1,-1,-2,-2,-2,-2,682,456,-446,1129,-376,-376,1500,0,927,0,0,0,0
347025,1,1,2,1,-1,-1,-1,-1,-1,-1,335,1456,776,1560,-160,-540,623,1453,668,330,213,192,0
70298,1,5,2,1,-2,0,-2,-2,-2,-2,4141,645,1641,3657,795,287,889,31,3537,87,0,125,0
125947,1,2,2,1,-1,3,2,2,0,0,18039,66449,63176,26001,17902,73048,412,1185,2134,4078,9320,2926,0
120745,0,1,3,1,-1,-1,-1,-1,-1,-1,-2032,1757,6501,3792,1070,1110,153,2804,1439,1788,1881,755,0
363728,1,1,2,1,-1,-1,-1,-1,0,0,-757,-78,1670,20373,10108,20370,143,7760,1053,296,1491,416,0
159595,1,1,2,1,0,0,0,2,0,0,20470,42396,47887,28428,23713,82437,3572,0,2908,4034,1807,3084,0
314087,1,0,2,1,-1,-1,-1,-1,-1,-1,4297,-893,5861,22783,2976,6956,35628,57800,59492,10310,89865,10192,0
205266,0,2,3,1,0,0,0,0,0,0,119302,171069,155947,118008,104574,155450,7883,13831,3606,2609,6797,1166,0
338872,1,1,1,1,1,-1,0,0,0,0,20148,1685,17210,36997,-226,861,35,9969,2952,107,2682,227,1
213721,1,1,1,1,0,2,0,0,0,0,86287,37699,58565,82489,38113,61027,1348,2241,3017,0,1660,1655,0
85081,0,2,1,1,2,2,3,2,2,0,1222,47263,21152,54839,26897,42905,0,434,2698,0,138,4950,0
59210,1,2,1,1,2,2,2,0,0,0,688,7286,21968,41717,20449,44752,1294,4541,263,395,4806,2606,0
36861,0,2,1,1,-2,-2,-2,-2,-2,-2,19205,34652,213,2879,1490,11481,3947,365,3923,1845,2056,7088,0
10000,1,2,2,1,2,0,0,-1,0,-2,6554,795,1072,-1538,232,-159,0,0,1448,0,0,312,1
106898,1,6,1,1,0,0,0,0,0,0,35371,46456,42440,26740,13914,45682,1820,2247,740,175,1748,794,0
54772,1,2,3,1,0,0,0,0,-1,0,1033,12760,8282,720,20971,396,245,1358,1115,2053,987,163,0
226126,1,3,2,1,-1,-2,-2,-1,-2,-2,-1126,831,2256,3893,372,-1079,717,1200,2296,0,21,51,0
57752,0,3,0,1,-1,-1,-1,-1,0,0,3876,11613,-865,46873,324,348,2691,1348,572,1290,3154,404,0
132502,1,5,2,1,0,0,0,0,0,0,171667,146098,223902,119327,175153,103166,12771,9881,3531,1016,0,6219,0
19744,1,2,1,1,1,2,2,2,2,2,6016,16384,5431,4406,9398,6768,374,1488,64,2937,1471,314,1
75752,1,5,2,1,0,0,0,0,0,0,70468,62231,42367,2166,3250,1273,1366,1713,36,596,981,0,0
65419,1,3,0,1,1,-2,-2,-2,-2,-2,12014,6740,15990,-1160,1737,1150,1894,1668,8899,0,2385,79,0
86240,0,2,2,1,0,0,0,0,0,0,17872,37729,53221,13354,12973,68435,2734,1934,82,2088,2278,932,0
116114,0,1,2,1,0,0,0,0,0,0,26817,55243,51641,86700,67468,33957,1544,3443,3991,606,71614,1791,0
188000,0,6,1,1,-2,-2,-2,-2,-2,-2,-1422,-718,-1814,3975,-733,-1404,0,0,0,508,41,86,0
76710,0,2,1,1,1,2,-1,-1,-1,-2,82755,39370,47663,2002,9874,1250,1272,1852,3076,1547,350,60,0
54427,1,2,2,1,0,0,0,0,0,0,48530,18677,22087,9968,6044,22037,2125,834,916,1093,1874,666,0
47676,0,1,1,1,2,2,3,2,2,2,55320,35960,51352,37748,36275,45716,0,894,1035,0,235,702,1
17166,0,2,3,1,1,-2,0,0,0,0,11930,15830,12380,17745,5129,5844,456,675,1447,466,2118,2636,0
216703,0,4,2,1,0,0,0,0,0,0,110744,164903,185464,119006,154145,113233,108121,4212,9320,4481,5479,7871,0
41945,1,5,2,1,0,0,0,0,0,0,26578,40889,37849,5265,29757,17966,1480,174,1519,731,1641,2340,0
91883,1,1,2,1,-1,-1,0,-1,-2,-2,2634,-1636,-1358,-791,256,-1737,0,1258,524,391,120,0,0
138251,1,2,2,1,1,0,0,0,0,0,188462,195969,208396,134036,142013,95389,1764,11773,2963,761,3794,4032,0
141079,1,2,2,1,0,0,0,0,0,0,129061,152541,113169,139192,133904,74548,1113,5134,3877,7445,4335,5045,0
101609,0,2,2,1,-1,0,0,0,0,0,56130,26958,59062,38304,8935,15001,1545,2031,6022,223,62007,396,0
499964,0,1,2,1,1,-1,-1,-2,0,-1,15587,5363,9414,11657,8535,9853,2116,1195,270,97,2111,8586,1
341248,1,2,2,1,0,0,0,0,0,0,123452,149589,92415,117356,123914,125511,9702,10927,3983,5708,3833,6429,0
21337,1,1,2,1,0,0,0,0,0,0,16986,22155,14070,16937,22944,7105,21482,9085,15448,239,2046,10032,0
354666,1,2,1,1,0,0,0,0,0,0,511595,358244,660460,349146,252746,242083,6670,11947,8503,4593,5164,10774,1
63589,0,1,2,1,0,-1,-1,-1,2,-1,12426,34532,44580,30197,30281,39561,3172,2258,2460,2218,1047,4815,0
56788,1,2,2,1,1,3,2,2,2,2,57498,61226,33076,86232,40293,65849,385,128,5968,965,3195,0,0
71096,0,2,2,0,-2,0,-2,-2,-2,-2,1625,16179,439,287,-458,-70,2427,1660,2511,163,209,1763,0
47261,1,1,2,1,-1,-1,-1,0,0,-2,1340,781,956,-216,-509,704,1172,899,1627,0,51,689,0
56675,0,2,3,1,0,0,0,0,0,0,157029,134914,80813,104235,124773,104601,6733,11696,16964,11171,6154,820,0
109322,0,1,2,0,-1,-1,-1,-1,-1,-2,-195,291,-680,1909,413,-458,1644,1484,842,0,80,238,0
314623,0,1,2,1,1,0,0,0,0,0,27187,91489,43742,52370,38469,57965,1261,1465,4118,1835,2241,1317,0
20572,1,3,2,1,1,2,0,0,0,0,20582,21039,14288,25633,11314,10362,0,0,1659,435,13829,691,0
195234,0,1,1,1,-1,-1,-1,-1,-1,0,9061,968,42465,12532,22010,47955,11572,4846,6003,1215,12452,14310,1
78040,0,1,2,1,0,0,-2,-2,-2,-2,6364,46187,1894,846,2312,2517,0,1271,3849,480,1832,739,0
65870,0,1,1,1,-2,-2,-2,-2,-2,-2,947,771,1080,3582,1144,120,0,1014,3061,0,132,57,0
46233,0,5,2,1,0,0,0,0,0,0,15672,10458,2187,2389,2225,363,1184,75,646,731,1405,562,0
260423,1,3,1,1,-1,0,0,0,0,0,21402,68681,60201,45716,17010,36306,27796,1745,8951,3740,5077,5941,0
328302,1,2,1,1,0,0,0,0,0,0,298554,214547,336332,145458,190769,217362,10302,171906,118839,7237,13246,11521,1
112588,1,2,2,1,0,0,0,0,0,0,18357,49639,21768,19283,9920,60770,1906,2465,3710,454,126,299,0
55166,1,2,2,1,-2,-2,-2,-2,-2,-2,1077,-1412,-1207,2663,-842,6770,0,0,1738,3284,1797,450,0
125530,1,3,3,1,0,0,0,0,0,0,82979,34489,29373,22419,19385,66408,2617,1498,695,5961,1385,5403,0
51472,1,2,2,1,0,0,0,2,2,2,36990,32926,14272,38783,45118,40939,1524,1865,2765,0,1979,1682,0
300638,1,1,2,1,-1,-1,-1,-1,-1,-1,-474,1915,-974,1088,-949,-1407,838,9090,3709,206,177,0,0
100444,1,3,1,1,0,0,0,0,0,0,8233,14426,24013,18082,11803,28515,1755,1470,710,2725,1980,501,1
320200,1,2,2,1,0,0,0,0,0,0,324871,240985,256781,147954,98666,144746,16115,9414,7702,5457,4715,6573,0
14155,0,2,2,1,0,0,0,0,0,0,20524,34435,11358,759,4987,9879,896,670,808,259,1655,3130,0
280620,0,1,2,1,-2,-2,-2,-2,-2,-2,-661,-165,-1105,3245,-2337,-1587,0,90,1048,572,302,0,0
358925,0,1,1,1,-2,-2,-2,-2,-2,-2,12605,-1621,-396,2348,-1415,-1581,0,1211,990,0,169,0,0
19909,0,2,1,1,0,0,0,0,0,0,15836,30962,35407,60691,13911,43277,1993,1419,1619,331,1962,1056,0
340458,0,2,1,1,-1,-1,-1,-1,0,-2,10622,7332,17786,13266,13665,-1572,20576,5862,7301,1009,4908,251,0
154658,0,1,2,1,0,0,0,0,0,0,220540,451151,582566,153019,468015,305934,18818,12363,15239,81229,11982,23239,0
128229,0,2,2,1,0,0,0,0,0,0,142515,190440,146928,144480,111315,179475,5008,7185,5885,2285,3170,10079,1
58025,1,2,2,1,0,0,0,0,0,0,15116,53191,62949,8040,25282,49231,2121,2237,1295,966,811,2034,0
66819,0,2,1,1,2,2,2,0,2,2,37708,60857,58996,36684,40977,33621,883,732,4904,1760,1477,115,1
91261,0,2,2,1,0,0,0,0,0,0,161550,177338,168260,91932,77125,98465,3540,4542,4960,2486,4831,5874,0
232954,0,2,1,1,2,2,2,0,0,0,363665,154139,224862,203841,209436,215543,3681,10471,3095,3130,15333,358,1
206843,0,1,1,1,-2,-2,-2,-2,-2,-2,506,-743,489,1670,1929,1628,597,1559,3272,1426,3158,5051,0
44719,1,3,1,1,0,0,0,0,0,2,18376,45661,39919,35490,39419,47243,1624,2652,1155,1432,1494,1129,0
207449,0,1,2,1,-1,0,0,0,0,0,127975,127064,135453,33777,87607,77588,3899,3635,1059,1756,4516,2249,0
76219,0,1,1,1,0,0,2,0,-1,-1,33118,45952,39811,40123,33670,55008,5434,1256,1655,1283,4091,105959,1
76634,1,5,2,1,0,0,0,0,0,-1,59947,113083,46105,61311,34362,1713,19157,83256,23,8693,871,557,0
176453,0,1,1,0,2,2,2,-1,-2,2,7817,10706,-245,2547,1393,287,338,0,2761,130,0,0,1
27750,1,2,3,1,1,0,0,0,0,0,10060,-120,9352,10589,8173,13501,1682,2180,1731,1264,1689,610,0
206250,1,4,2,1,-2,-2,-2,-2,-2,-2,-2395,-303,152,1730,69,1175,650,295,0,425,0,380,0
19644,0,2,2,1,0,0,0,0,0,0,20877,62595,40422,31394,11125,61541,1378,2075,1550,11944,1579,2836,1
121433,0,2,3,1,0,0,0,0,0,0,50191,45949,53556,21353,20261,62842,1909,2311,1538,717,591,3633,1
138436,1,1,2,1,-1,0,0,0,0,0,170312,36288,55828,120421,124713,37339,4671,11025,2750,2309,83602,174661,0
129234,0,1,2,1,-1,-1,-1,-1,-1,-1,2580,-1298,1484,1866,689,-643,131,2112,3556,2145,278,2171,0
107793,0,2,2,1,0,0,0,0,0,0,50550,50800,52264,38756,36784,53791,3087,1848,5149,1484,879,603,0
52964,1,1,2,1,0,0,0,0,0,0,67463,3258,14410,20414,3492,43763,1568,1857,1322,992,1318,597,0
269975,0,1,2,1,-1,-1,-1,-2,-2,-2,-677,-1791,267,605,-1365,719,0,153,543,187,0,387,0
24768,0,1,1,1,2,2,0,2,2,2,40715,79538,45269,46472,18428,52463,3847,553,4067,536,14466,7367,1
191826,1,2,2,0,1,-1,-1,-1,-1,-1,1482,26909,2804,1695,-376,392,1394,654,1202,46,1409,123,0
95634,1,2,1,1,0,-1,0,-1,0,0,1036,10345,1545,2237,376,5530,829,1145,1134,1931,151,110,0
282226,1,3,2,1,0,0,0,0,0,0,200158,460733,280810,289820,185674,173431,14333,9729,27944,1244,5971,10274,0
16458,1,2,2,1,-1,-1,0,0,0,0,19106,1506,9246,17602,24652,74,915,1146,365,110,124,515,0
164328,0,1,2,1,-1,-1,-1,0,0,0,1400,38264,16206,34028,35902,40306,494,21725,2478,347,1707,1317,0
89137,1,2,2,1,-2,-2,-1,0,0,0,4897,1195,1308,2339,9150,7784,302,3358,1079,154,1532,275,0
348330,0,1,1,1,0,0,0,0,0,0,17479,11042,13467,42295,13387,2102,12225,2491,896,1743,1543,17470,1
95768,1,1,2,1,-1,-1,-1,-1,0,0,-306,1406,2296,26081,1754,1567,658,1699,6815,1594,1522,142,0
165143,0,1,1,1,-1,0,-1,-1,-1,-1,9278,12727,-510,178,1239,10821,1819,0,3298,4263,151,0,0
77763,0,2,2,1,0,0,0,2,2,0,124384,108766,108325,111808,99664,42419,1739,2158,3949,1570,326,5918,0
276476,1,2,2,1,0,0,0,0,0,0,141195,96272,109205,131633,131902,89116,1175,10963,3882,2492,5744,2318,0
88249,0,3,2,1,-1,-1,-2,-1,-2,-2,1117,1811,47,2603,1233,-1240,0,156,1026,0,257,77,0
70143,0,2,2,1,0,0,0,2,0,0,15855,21470,13810,1515,18429,24439,1060,352,2310,585,1039,2617,0
95498,0,1,1,1,1,0,0,0,0,0,274130,143326,217538,188466,206371,228519,7262,15581,3417,4326,3449,7323,1
161572,1,2,1,1,1,2,0,0,0,0,90791,11300,12608,35759,42585,43437,2324,5401,1647,597,1458,408,1
249691,1,2,1,1,0,0,0,0,0,0,211431,164244,117421,167669,149590,210058,10820,6484,9459,6104,5525,6730,1
78124,1,3,2,1,-1,0,0,0,0,-1,45653,28776,21159,58020,22269,224,1655,638,3101,113,81,183280,0
23579,0,2,1,1,1,-1,2,0,2,2,4654,32014,13560,18336,626,1723,118,2661,257,1096,1013,93,1
344415,1,1,2,1,1,-1,-1,-1,-2,-2,-1921,1080,-412,2042,-1451,-1056,0,0,508,213,5693,0,0
46384,0,3,2,1,0,0,0,0,0,0,6376,43436,8742,5871,10258,20636,3279,2465,859,2825,2322,590,0
133281,1,1,2,1,-1,-1,-2,-1,-2,-1,-1736,-369,501,1025,-206,-237,0,275,854,0,95,51,0
63456,1,1,2,1,1,-1,-1,0,0,0,-2167,8044,209623,28540,67995,65595,0,3593,2856,0,3907,0,0
80030,1,2,1,1,0,-1,-1,-1,-2,-2,7156,1438,-166,2026,372,2415,1409,2842,2290,388,1078,4,0
24277,1,2,1,1,2,2,2,2,2,3,1350,15795,13637,13924,18075,12520,0,0,521,601,242,0,1
310911,1,5,1,1,-1,-1,-1,-1,-1,-2,-2353,1994,-635,919,-2346,36,1669,1247,299,62,0,97,0
139269,1,1,2,1,0,0,0,0,0,0,112117,159568,108617,91833,31842,94322,5184,11797,4070,2007,4996,18579,1
301160,1,6,2,1,0,0,0,0,0,0,176198,169513,229147,93406,140056,79575,8316,7165,50977,1107,4302,42246,0
65794,0,1,2,0,0,0,2,2,2,2,12639,24035,19485,1173,288,12891,1488,1835,380,0,1070,0,1
86206,1,1,1,1,-1,2,0,-1,2,0,9294,10195,2731,12684,1010,-550,1916,1303,0,665,1776,0,0
89784,1,2,3,1,1,2,2,0,0,0,81767,42374,26913,26993,23266,65728,0,0,2204,91,2031,2442,0
30603,1,2,2,1,0,0,3,3,2,2,16644,31324,1231,1965,236,19328,4160,288,708,1000,1470,1185,1
344954,1,2,2,1,0,0,0,0,0,0,320809,213622,301463,206905,227960,182065,11284,12965,10134,14345,15636,9782,1
62902,1,1,2,0,2,-2,-2,-2,-2,-2,-1048,-2323,-1928,799,-245,-44,549,0,497,0,0,307,1
340134,0,2,1,1,1,0,0,0,0,0,36951,57551,93260,49349,70528,98560,1728,4324,5290,0,1815,0,0
57142,1,3,2,1,0,0,0,0,2,0,61895,30987,25750,41919,941,17381,565,2350,454,583,146,457,0
364217,0,2,1,1,-2,-2,-2,-1,-2,-2,3460,183,418,16793,2406,-1025,3058,1954,3650,164,316,431,1
210699,0,1,2,1,0,0,0,0,0,0,77267,49887,69604,11016,31577,26820,3651,7403,16832,39418,4940,182,0
97528,1,2,1,1,0,0,0,0,0,0,109761,125167,102325,75730,82425,102189,1974,2502,1949,5662,4093,1308,0
22406,1,2,3,1,0,0,0,0,0,0,18034,31806,44574,37623,37024,56184,708,3205,1294,4863,2434,1868,0
179037,1,2,3,1,0,0,0,0,0,0,95093,123640,72664,87563,32504,65881,880,6415,1689,1484,5288,4690,0
340181,1,1,2,1,-2,-2,-2,-2,-2,-2,-1623,-2081,1346,3159,2848,-470,3206,764,3431,378,2434,203,0
10000,0,3,1,1,2,3,3,2,2,2,37027,38418,8476,38088,9389,15903,1094,1280,504,1244,1247,983,0
151353,1,3,2,1,0,0,0,0,0,0,13902,11057,18118,10579,955,14139,1033,1375,397,693,373,692,0
146150,1,1,1,1,-1,-1,-1,-1,-1,-1,-105,1735,375,2856,867,651,386,0,2983,1530,340,118,1
14190,0,3,1,1,0,0,0,-1,0,0,14977,6831,22731,7970,-856,11686,2063,1105,368,1049,1954,2347,0
59640,1,2,2,1,0,0,0,0,0,0,14183,44296,53215,13706,11784,53964,1937,4447,2672,477,2615,571,0
345416,1,2,1,1,0,3,-1,-1,-1,-1,13093,6863,8796,-111,1008,-448,9418,5456,490,0,39,2003,0
396001,1,2,2,1,0,0,0,0,0,0,236703,217993,348255,152184,208839,180595,14943,13013,22521,11133,12880,5052,0
23405,0,1,1,1,1,2,3,2,2,2,16468,22926,43184,28342,26247,66401,1867,0,1558,3285,2836,4420,0
59313,0,3,1,1,2,0,0,0,0,0,10146,26240,10531,11974,6600,1894,701,680,1287,661,223,0,1
74911,1,2,2,1,-1,2,-1,-1,0,0,2372,1563,-259,2896,2294,1353,0,0,1822,1461,0,229,1
32606,1,3,2,1,1,-2,-2,0,0,-2,408,1949,-732,598,-627,-549,476,0,891,0,0,0,1
256918,1,2,1,1,2,2,2,0,0,0,19115,29424,73316,13655,66447,73565,0,2027,1953,559,504,344,1
290635,1,1,2,1,-2,-2,-2,-2,-2,-2,-464,583,-1410,700,-1195,1648,464,390,12487,0,289,0,0
45681,0,1,3,1,-2,-2,-2,-2,-2,-2,-34,-1700,2543,2425,-274,568,3427,1591,1530,25,57,0,1
81162,0,3,0,1,-1,0,0,0,0,0,12533,41016,9481,40376,12478,60196,2526,2870,44,1849,2729,1874,0
356645,0,1,1,1,-1,-1,-1,-1,-1,-1,15103,5327,2805,3096,5941,416,1593,7824,2151,9783,3474,2501,0
79022,1,5,1,1,3,2,0,0,0,2,105178,42193,16248,2732,1736,1411,525,1530,2256,473,146,753,1
211629,1,3,1,1,0,0,0,0,-2,0,19266,18588,8616,18324,1108,12476,1498,4283,2903,879,295,1662,0
88755,0,1,1,1,1,-2,-2,-2,-2,-2,-743,-74,-2910,1359,1597,468,0,0,1120,458,38,0,1
224087,0,2,1,1,0,0,0,0,0,0,99461,129826,92002,94425,119585,144753,2382,4590,3410,2176,6100,10309,0
182280,0,1,2,1,-1,-1,-1,-1,-1,-1,958,-902,811,17996,1291,-1141,3626,1897,2467,3674,4070,1956,0
40402,1,6,2,1,0,0,0,0,0,0,9496,16581,16422,15716,-218,2557,1824,323,662,0,2104,282,0
330519,1,1,2,0,-1,-1,-1,-2,-2,-2,4982,-476,624,1080,-1399,264,0,142,0,0,99,121,0
198031,0,1,2,1,1,-1,-1,-1,-1,-1,-2969,-1794,735,21395,32243,6770,0,393,11522,384,6914,19,0
24462,0,1,2,1,2,2,-1,-1,-1,-2,1368,689,210,-37,-374,-798,0,0,213,0,0,0,1
199696,1,0,2,1,0,0,0,-1,0,0,-1558,9463,49140,23927,49852,19074,3859,5798,4634,13720,1795,12405,0
47918,0,3,0,1,-1,-1,-1,-1,-2,-2,-1608,-203,-1966,884,-1215,189,779,0,0,0,0,0,0
18524,1,3,3,1,2,0,0,2,0,0,20605,18835,55448,43151,35727,34935,1196,911,1384,0,1021,1112,1
93767,0,2,0,0,0,0,0,0,0,0,42189,62311,80300,44496,12437,21333,1035,1564,1395,568,1700,7007,0
297101,1,1,1,1,-2,-2,-2,-2,-2,-2,68805,-65,5892,2312,1086,-2003,0,4134,43308,5164,4777,4961,0
211158,1,2,2,1,0,0,0,0,0,-1,182475,168311,200504,146933,196874,141151,7548,6938,6703,7293,5146,5770,0
100751,0,2,2,1,0,0,0,0,2,2,10589,42470,29859,6691,39923,30925,1093,2078,374,2304,85,364,0
66992,1,1,1,1,0,0,0,0,0,0,75689,69951,31302,22974,50005,18300,5082,2007,5757,1056,2636,1533,0
342137,1,2,2,1,0,0,0,0,0,0,226164,323893,335581,167635,282783,352800,14704,14568,103743,5422,14782,228002,0
72838,1,2,1,1,1,2,2,2,2,0,90998,36384,37729,85474,139823,209791,0,845,421,283,7949,1220,1
98093,0,1,1,1,1,-2,-2,-2,-2,-2,4491,1840,-470,20717,1538,704,0,1847,40143,1558,358,1395,1
71444,0,2,1,1,0,0,0,0,0,0,20677,16719,26662,21505,11556,47159,1223,2535,2546,4545,8,95,0
