checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
0 <= <200 DM,9,critical account,radio/television,2230,<100 DM,unemployed,1,none,4,savings agreement/life insurance,1,none,for free,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,20,critical account,business,2053,<100 DM,1<= < 4 years,2,none,1,car or other,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,26,all credits at this bank paid back duly,furniture/equipment,2552,100 <= <500 DM,1<= < 4 years,2,none,3,unknown / no property,1,store,for free,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,19,critical account,radio/television,395,<100 DM,1<= < 4 years,2,co-applicant,2,unknown / no property,0,bank,own,3,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,18,critical account,business,5099,<100 DM,>=7 years,2,none,4,real estate,0,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated,1
0 <= <200 DM,25,all credits at this bank paid back duly,radio/television,250,100 <= <500 DM,1<= < 4 years,2,none,4,real estate,1,bank,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,4,existing credits paid back duly till now,car (new),519,500 <= < 1000 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,0,none,rent,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,4,existing credits paid back duly till now,furniture/equipment,10758,<100 DM,1<= < 4 years,2,none,1,savings agreement/life insurance,0,none,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
0 <= <200 DM,27,existing credits paid back duly till now,furniture/equipment,250,<100 DM,>=7 years,1,none,1,car or other,0,none,rent,1,unskilled - resident,1,none,yes,0,divorced/separated,1
0 <= <200 DM,29,critical account,others,250,100 <= <500 DM,<1 years,3,none,3,car or other,1,none,own,1,skilled employee / official,2,none,yes,0,divorced/separated,1
0 <= <200 DM,7,existing credits paid back duly till now,car (new),250,<100 DM,4<= <7 years,2,none,4,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,22,existing credits paid back duly till now,business,9116,500 <= < 1000 DM,1<= < 4 years,3,none,2,unknown / no property,0,bank,own,1,skilled employee / official,1,yes,no,1,divorced/separated,1
<0 DM,24,delay in paying off,car (new),9344,<100 DM,1<= < 4 years,2,none,4,car or other,0,none,own,1,skilled employee / official,2,yes,yes,0,divorced/separated,0
no account,23,critical account,repairs,2925,<100 DM,1<= < 4 years,4,none,4,real estate,1,bank,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
no account,4,existing credits paid back duly till now,radio/television,1259,<100 DM,>=7 years,4,none,2,car or other,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,29,existing credits paid back duly till now,education,1855,<100 DM,1<= < 4 years,3,none,3,unknown / no property,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,13,existing credits paid back duly till now,repairs,525,no savings account,1<= < 4 years,4,none,3,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,21,no credits taken,radio/television,2173,<100 DM,4<= <7 years,1,none,2,car or other,0,none,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
no account,7,existing credits paid back duly till now,car (used),2123,no savings account,<1 years,3,none,3,real estate,1,bank,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,48,no credits taken,others,937,<100 DM,1<= < 4 years,4,none,2,car or other,0,bank,rent,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
no account,12,no credits taken,furniture/equipment,625,<100 DM,4<= <7 years,2,none,2,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,0
<0 DM,23,existing credits paid back duly till now,furniture/equipment,573,no savings account,>=7 years,4,none,2,savings agreement/life insurance,1,none,own,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
no account,38,existing credits paid back duly till now,radio/television,1430,<100 DM,4<= <7 years,1,guarantor,2,real estate,0,none,own,1,skilled employee / official,1,yes,yes,0,married/widowed,0
0 <= <200 DM,4,critical account,business,250,<100 DM,>=7 years,4,none,2,real estate,1,none,own,1,unskilled - resident,2,yes,yes,0,divorced/separated,1
no account,30,existing credits paid back duly till now,furniture/equipment,13116,100 <= <500 DM,4<= <7 years,4,none,4,savings agreement/life insurance,0,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
<0 DM,20,critical account,business,2577,<100 DM,4<= <7 years,2,none,4,car or other,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,24,existing credits paid back duly till now,car (used),984,>= 1000 DM,>=7 years,1,none,1,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,11,critical account,car (used),1225,<100 DM,>=7 years,4,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,38,existing credits paid back duly till now,domestic appliances,316,<100 DM,<1 years,4,none,1,car or other,0,none,own,1,unskilled - resident,1,none,yes,0,married/widowed,1
no account,31,existing credits paid back duly till now,education,1884,500 <= < 1000 DM,1<= < 4 years,1,none,1,unknown / no property,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,15,critical account,furniture/equipment,250,<100 DM,>=7 years,4,none,2,car or other,1,bank,rent,1,skilled employee / official,1,none,yes,0,married/widowed,0
<0 DM,17,existing credits paid back duly till now,radio/television,4038,<100 DM,1<= < 4 years,4,none,2,real estate,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,4,critical account,car (new),2970,<100 DM,1<= < 4 years,4,none,2,real estate,1,store,for free,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,5,critical account,others,458,<100 DM,1<= < 4 years,2,none,3,real estate,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,35,existing credits paid back duly till now,radio/television,9936,<100 DM,4<= <7 years,2,guarantor,2,car or other,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,28,all credits at this bank paid back duly,radio/television,842,<100 DM,>=7 years,3,none,1,car or other,1,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
0 <= <200 DM,24,critical account,car (new),7153,<100 DM,>=7 years,2,guarantor,4,real estate,1,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,5,critical account,furniture/equipment,3083,<100 DM,unemployed,2,guarantor,2,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,6,critical account,radio/television,1666,<100 DM,1<= < 4 years,2,none,4,savings agreement/life insurance,0,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,20,critical account,repairs,424,<100 DM,unemployed,2,none,4,unknown / no property,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,4,existing credits paid back duly till now,furniture/equipment,1331,<100 DM,1<= < 4 years,2,co-applicant,3,real estate,0,bank,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,11,existing credits paid back duly till now,radio/television,2766,no savings account,>=7 years,2,none,3,real estate,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,4,critical account,car (new),854,<100 DM,>=7 years,4,none,2,car or other,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,18,critical account,car (new),3727,<100 DM,<1 years,4,none,2,car or other,0,none,own,2,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
no account,4,existing credits paid back duly till now,furniture/equipment,536,no savings account,>=7 years,1,none,4,real estate,0,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,0
0 <= <200 DM,24,critical account,car (new),1465,<100 DM,4<= <7 years,4,guarantor,4,car or other,0,none,own,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,19,critical account,furniture/equipment,1230,no savings account,<1 years,4,none,2,real estate,1,bank,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,6,critical account,furniture/equipment,5041,>= 1000 DM,>=7 years,3,none,4,car or other,0,store,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,0
0 <= <200 DM,11,critical account,radio/television,1525,<100 DM,4<= <7 years,2,guarantor,4,unknown / no property,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
<0 DM,21,critical account,car (new),1509,100 <= <500 DM,4<= <7 years,4,guarantor,1,car or other,1,bank,for free,2,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,35,existing credits paid back duly till now,car (used),2219,<100 DM,4<= <7 years,2,none,3,real estate,0,bank,own,3,skilled employee / official,1,yes,yes,1,married/widowed,1
<0 DM,9,existing credits paid back duly till now,business,250,<100 DM,>=7 years,2,none,3,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,9,existing credits paid back duly till now,car (new),5458,<100 DM,<1 years,2,none,2,unknown / no property,1,store,own,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
<0 DM,4,existing credits paid back duly till now,furniture/equipment,250,100 <= <500 DM,<1 years,4,none,4,car or other,1,bank,for free,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,25,critical account,furniture/equipment,4594,<100 DM,1<= < 4 years,4,none,4,real estate,0,bank,rent,1,management/ highly qualified employee,2,none,yes,0,divorced/separated,1
0 <= <200 DM,26,critical account,furniture/equipment,250,<100 DM,>=7 years,3,none,1,unknown / no property,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,23,no credits taken,retraining,8303,<100 DM,>=7 years,4,none,4,car or other,0,none,own,1,unemployed/ unskilled  - non-resident,2,none,yes,1,divorced/separated,1
no account,10,existing credits paid back duly till now,business,634,<100 DM,1<= < 4 years,2,none,2,savings agreement/life insurance,0,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,0
no account,10,existing credits paid back duly till now,repairs,250,<100 DM,unemployed,2,none,1,car or other,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,4,all credits at this bank paid back duly,business,1337,<100 DM,1<= < 4 years,4,none,2,real estate,0,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,39,delay in paying off,furniture/equipment,2858,no savings account,<1 years,2,none,1,real estate,1,store,rent,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
no account,24,critical account,car (new),550,<100 DM,>=7 years,2,none,2,real estate,1,none,own,1,skilled employee / official,2,yes,yes,0,married/widowed,0
no account,37,critical account,retraining,250,<100 DM,1<= < 4 years,2,none,4,car or other,0,store,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,4,critical account,radio/television,1166,no savings account,4<= <7 years,2,none,1,car or other,0,none,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,22,existing credits paid back duly till now,education,3957,<100 DM,1<= < 4 years,1,none,4,real estate,1,bank,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
<0 DM,4,existing credits paid back duly till now,radio/television,1318,<100 DM,<1 years,4,guarantor,4,car or other,0,none,rent,3,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
<0 DM,8,critical account,furniture/equipment,1646,<100 DM,<1 years,2,none,3,car or other,1,bank,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
no account,11,existing credits paid back duly till now,business,250,no savings account,unemployed,2,none,3,real estate,0,none,own,1,skilled employee / official,1,none,no,0,divorced/separated,1
0 <= <200 DM,4,existing credits paid back duly till now,radio/television,510,<100 DM,<1 years,3,none,4,car or other,1,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,1
>= 200 DM ,14,critical account,furniture/equipment,694,no savings account,>=7 years,1,guarantor,4,car or other,1,bank,rent,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
>= 200 DM ,17,critical account,furniture/equipment,356,<100 DM,1<= < 4 years,2,none,2,real estate,1,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
0 <= <200 DM,17,critical account,education,523,<100 DM,4<= <7 years,4,none,3,unknown / no property,0,none,for free,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,19,critical account,radio/television,5727,<100 DM,>=7 years,4,none,2,real estate,1,bank,rent,2,unskilled - resident,1,none,yes,0,divorced/separated,0
no account,30,critical account,car (new),250,<100 DM,<1 years,4,guarantor,4,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,44,critical account,car (new),3695,<100 DM,4<= <7 years,4,none,1,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,11,all credits at this bank paid back duly,radio/television,301,100 <= <500 DM,4<= <7 years,1,none,1,real estate,0,bank,own,1,skilled employee / official,1,none,yes,0,divorced/separated,0
no account,5,critical account,radio/television,1696,<100 DM,unemployed,2,none,2,car or other,1,bank,rent,1,unskilled - resident,1,none,yes,0,divorced/separated,1
<0 DM,18,critical account,repairs,250,<100 DM,>=7 years,3,guarantor,4,real estate,1,bank,rent,1,unskilled - resident,1,none,yes,0,divorced/separated,0
no account,31,critical account,radio/television,1439,<100 DM,>=7 years,4,none,3,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,19,critical account,radio/television,2366,<100 DM,>=7 years,4,none,4,car or other,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,26,critical account,car (new),4628,<100 DM,>=7 years,3,none,4,real estate,1,store,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
