checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,72.0,critical account,furniture/equipment,3206.7114,100 <= <500 DM,unemployed,4.0,none,1.0,unknown / no property,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,24.0,critical account,education,1244.2189,no savings account,4<= <7 years,2.013933,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,9.0,delay in paying off,radio/television,1314.5165,<100 DM,>=7 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
<0 DM,48.0,existing credits paid back duly till now,business,4012.2417,<100 DM,<1 years,3.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,6.0,existing credits paid back duly till now,business,1427.9585,no savings account,>=7 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,15.0,existing credits paid back duly till now,furniture/equipment,1491.2343,500 <= < 1000 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,x<25 or x>65,store,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,36.0,existing credits paid back duly till now,radio/television,3865.6736,no savings account,<1 years,4.0,none,1.0,real estate,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,9.005841,existing credits paid back duly till now,radio/television,3004.4885,500 <= < 1000 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,22.427046,critical account,furniture/equipment,2736.527,>= 1000 DM,>=7 years,4.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,36.0,existing credits paid back duly till now,car (new),18424.0,no savings account,<1 years,4.0,none,1.0,real estate,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,18.0,existing credits paid back duly till now,furniture/equipment,250.0,no savings account,1<= < 4 years,2.0,none,4.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,36.0,no credits taken,business,18424.0,100 <= <500 DM,4<= <7 years,4.0,none,1.8991438,unknown / no property,25<=x<=65,store,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
0 <= <200 DM,12.0,delay in paying off,furniture/equipment,2362.3726,no savings account,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,bank,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,36.0,existing credits paid back duly till now,furniture/equipment,2709.6838,>= 1000 DM,<1 years,1.0,none,4.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
<0 DM,12.0,existing credits paid back duly till now,business,431.9176,<100 DM,1<= < 4 years,2.0,none,4.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,delay in paying off,radio/television,4600.342,no savings account,<1 years,2.0,none,1.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,72.0,critical account,furniture/equipment,1637.2959,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,36.0,delay in paying off,car (used),4339.405,no savings account,4<= <7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0233063,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,18.0,no credits taken,car (new),2069.0723,no savings account,1<= < 4 years,4.0,co-applicant,3.0,real estate,25<=x<=65,store,rent,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
no account,14.824915,existing credits paid back duly till now,car (used),1821.2238,no savings account,>=7 years,4.0,none,1.0236561,real estate,25<=x<=65,none,own,2.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,1<= < 4 years,1.0,co-applicant,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,9.0,critical account,radio/television,2251.9595,>= 1000 DM,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
0 <= <200 DM,24.0,delay in paying off,radio/television,18424.0,no savings account,>=7 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,all credits at this bank paid back duly,car (new),1352.1873,500 <= < 1000 DM,4<= <7 years,2.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,furniture/equipment,1360.7965,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,375.6609,no savings account,>=7 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,critical account,furniture/equipment,3101.178,>= 1000 DM,4<= <7 years,2.3116875,none,4.0,real estate,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,11308.679,no savings account,4<= <7 years,1.0,co-applicant,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,8.133993,all credits at this bank paid back duly,furniture/equipment,3065.213,no savings account,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,15.0,existing credits paid back duly till now,radio/television,861.10474,<100 DM,4<= <7 years,1.0,none,2.6979265,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,1
>= 200 DM ,18.0,critical account,radio/television,2031.4324,no savings account,4<= <7 years,2.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,15.171321,all credits at this bank paid back duly,radio/television,3852.7268,<100 DM,4<= <7 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,72.0,delay in paying off,furniture/equipment,4127.387,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,for free,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,1899.2815,no savings account,1<= < 4 years,2.0,guarantor,3.0,savings agreement/life insurance,x<25 or x>65,none,rent,2.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,9.934849,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,>=7 years,4.0,none,3.9572961,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
0 <= <200 DM,6.0,existing credits paid back duly till now,car (new),2610.0266,no savings account,>=7 years,3.0,none,2.0,real estate,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,1<= < 4 years,2.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
>= 200 DM ,19.747639,existing credits paid back duly till now,car (new),2800.4004,no savings account,1<= < 4 years,3.0,none,2.0,car or other,25<=x<=65,none,own,3.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,36.0,critical account,car (used),3418.9905,no savings account,<1 years,3.0,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,business,595.7329,<100 DM,>=7 years,4.0,none,3.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,18.0,all credits at this bank paid back duly,car (new),1493.2559,<100 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,x<25 or x>65,none,own,2.743994,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,radio/television,3855.1047,no savings account,>=7 years,3.0,guarantor,3.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,0
0 <= <200 DM,42.230232,existing credits paid back duly till now,car (new),6025.371,100 <= <500 DM,4<= <7 years,4.0,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,business,1242.9375,no savings account,>=7 years,4.0,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,all credits at this bank paid back duly,car (used),675.50195,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,radio/television,4354.22,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
no account,14.018627,delay in paying off,radio/television,1362.431,100 <= <500 DM,4<= <7 years,3.0,none,4.0,unknown / no property,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,18.908554,existing credits paid back duly till now,car (used),593.233,no savings account,1<= < 4 years,3.0,none,1.0,unknown / no property,25<=x<=65,none,own,2.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
<0 DM,30.0,no credits taken,car (new),2740.6501,no savings account,4<= <7 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,36.0,critical account,radio/television,2700.0593,no savings account,1<= < 4 years,4.0,none,2.0,car or other,x<25 or x>65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,6.0,delay in paying off,business,1238.083,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,car (new),3529.627,<100 DM,unemployed,1.0,guarantor,3.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,car (new),3123.8972,<100 DM,<1 years,2.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,27.887062,delay in paying off,car (new),250.0,<100 DM,<1 years,4.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,17.96985,critical account,business,2125.6414,no savings account,<1 years,2.0,none,2.0,savings agreement/life insurance,x<25 or x>65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,2942.1917,no savings account,1<= < 4 years,4.0,co-applicant,1.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,24.0,existing credits paid back duly till now,business,3577.1714,no savings account,<1 years,4.0,none,2.0,car or other,x<25 or x>65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,6.0,existing credits paid back duly till now,car (new),250.0,<100 DM,<1 years,2.0,none,3.913252,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,21.0,existing credits paid back duly till now,furniture/equipment,2117.5537,500 <= < 1000 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,critical account,car (used),2957.89,<100 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,<1 years,3.0,none,3.0,car or other,25<=x<=65,none,for free,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,critical account,business,721.2952,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,delay in paying off,car (used),750.67236,<100 DM,1<= < 4 years,2.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,15.0,existing credits paid back duly till now,car (new),2735.5327,<100 DM,<1 years,1.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,24.0,critical account,furniture/equipment,1450.9127,no savings account,<1 years,2.0,none,3.0,unknown / no property,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,21.0,critical account,business,9237.598,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,critical account,car (used),2643.9536,<100 DM,1<= < 4 years,2.0,none,2.0,real estate,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
>= 200 DM ,15.0,existing credits paid back duly till now,car (new),1807.3999,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,4.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,3708.2935,100 <= <500 DM,1<= < 4 years,1.0,none,1.0,real estate,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,no credits taken,furniture/equipment,2698.7314,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,x<25 or x>65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,0
<0 DM,9.0,delay in paying off,radio/television,18424.0,<100 DM,unemployed,4.0,none,3.0,savings agreement/life insurance,x<25 or x>65,store,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
no account,12.0,critical account,education,2425.2769,100 <= <500 DM,4<= <7 years,4.0,none,3.0,real estate,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
