age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
90, Private, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
25, Private, HS-grad,7, Never-married, Craft-repair, Wife, Black, Female, <=50K
37, Private, Some-college,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, <=50K
78, Federal-gov, Some-college,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
60, Self-emp-not-inc, Some-college,12, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, <=50K
57, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male, >50K
24, Private, HS-grad,8, Married-civ-spouse, Craft-repair, Own-child, White, Male, <=50K
39, Local-gov, 11th,9, Never-married, Prof-specialty, Not-in-family, White, Female, >50K
42, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, >50K
40, Self-emp-not-inc, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, <=50K
54, Private, HS-grad,11, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
40, Private, 11th,12, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
58, Private, HS-grad,6, Married-civ-spouse, Sales, Husband, White, Male, <=50K
29, Private, Masters,15, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
74, Private, 11th,14, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female, >50K
56, Private, Bachelors,13, Widowed, Craft-repair, Unmarried, White, Male, <=50K
38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
57, Private, HS-grad,6, Married-civ-spouse, Craft-repair, Husband, Black, Male, <=50K
41, Private, Masters,13, Never-married, Sales, Not-in-family, White, Female, >50K
46, State-gov, Some-college,15, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, >50K
57, Private, HS-grad,12, Married-civ-spouse, Sales, Husband, White, Male, >50K
43, Self-emp-inc, Some-college,14, Never-married, Exec-managerial, Not-in-family, White, Male, >50K
37, Private, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
41, Private, HS-grad,15, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, >50K
42, Private, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, Black, Male, <=50K
55, Private, HS-grad,7, Married-civ-spouse, Sales, Husband, White, Male, <=50K
40, Private, HS-grad,8, Never-married, Sales, Not-in-family, White, Male, <=50K
88, State-gov, 1st-4th,9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, >50K
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male, <=50K
61, Private, HS-grad,13, Never-married, Sales, Not-in-family, White, Male, <=50K
23, Private, Bachelors,12, Never-married, Sales, Unmarried, White, Female, <=50K
24, Private, Some-college,11, Divorced, Adm-clerical, Not-in-family, White, Female, <=50K
55, Without-pay, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
26, Private, 7th-8th,10, Married-civ-spouse, Other-service, Husband, Black, Male, <=50K
33, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
52, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, Black, Male, <=50K
28, Private, Some-college,15, Married-civ-spouse, Sales, Husband, White, Male, >50K
30, Private, Some-college,8, Divorced, Other-service, Not-in-family, Black, Female, <=50K
25, Private, Bachelors,9, Never-married, Prof-specialty, Husband, White, Male, >50K
26, Private, Masters,13, Never-married, Prof-specialty, Not-in-family, White, Female, >50K
30, Private, Some-college,14, Divorced, Exec-managerial, Not-in-family, White, Female, <=50K
26, Private, HS-grad,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
35, Private, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
37, Private, HS-grad,11, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
37, Private, 7th-8th,9, Divorced, Adm-clerical, Husband, White, Female, <=50K
47, Private, 9th,6, Never-married, Craft-repair, Other-relative, White, Female, <=50K
54, Local-gov, 10th,5, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, >50K
27, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female, <=50K
27, Private, HS-grad,11, Married-civ-spouse, Adm-clerical, Husband, Black, Female, <=50K
30, Private, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Female, >50K
41, Private, Bachelors,9, Married-spouse-absent, Other-service, Not-in-family, White, Female, >50K
62, ?, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
24, Private, HS-grad,7, Never-married, Other-service, Own-child, Black, Female, <=50K
61, ?, 7th-8th,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
46, Self-emp-not-inc, Some-college,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
67, ?, Bachelors,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
41, Private, Bachelors,11, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
51, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
48, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male, <=50K
44, ?, HS-grad,8, Married-civ-spouse, ?, Wife, Black, Female, <=50K
40, Private, HS-grad,11, Divorced, Other-service, Not-in-family, White, Female, <=50K
56, Private, 5th-6th,11, Divorced, Craft-repair, Not-in-family, White, Male, <=50K
36, Private, HS-grad,6, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
25, Private, HS-grad,6, Divorced, Other-service, Husband, Other, Female, <=50K
48, ?, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
56, Private, Bachelors,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, <=50K
37, Private, Some-college,8, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
43, Private, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
48, Private, HS-grad,8, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
67, Local-gov, Some-college,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
58, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
34, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
52, Self-emp-not-inc, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
25, Private, HS-grad,10, Never-married, Tech-support, Unmarried, White, Male, >50K
29, Private, Bachelors,10, Never-married, Other-service, Own-child, White, Female, <=50K
39, Private, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Female, >50K
43, Private, HS-grad,12, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female, <=50K
37, Private, HS-grad,13, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
40, Private, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
38, Private, Masters,10, Married-civ-spouse, Prof-specialty, Own-child, White, Female, <=50K
48, Private, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
35, Private, HS-grad,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
46, Local-gov, HS-grad,10, Married-civ-spouse, ?, Husband, White, Female, >50K
37, Private, HS-grad,8, Never-married, Machine-op-inspct, Not-in-family, Black, Female, >50K
21, Private, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
23, Private, HS-grad,6, Never-married, Machine-op-inspct, Husband, White, Male, <=50K
47, Private, Some-college,11, Divorced, Craft-repair, Husband, White, Male, <=50K
48, ?, Masters,10, Married-civ-spouse, ?, Husband, Black, Female, <=50K
33, Private, 12th,9, Never-married, ?, Not-in-family, Black, Female, <=50K
37, Private, Some-college,6, Divorced, ?, Husband, White, Female, <=50K
36, Private, Prof-school,8, Divorced, ?, Husband, White, Female, <=50K
40, Local-gov, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
37, Self-emp-not-inc, Some-college,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
42, Private, Some-college,8, Married-civ-spouse, ?, Husband, Black, Male, <=50K
46, Private, Masters,12, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, >50K
41, ?, HS-grad,10, Divorced, ?, Not-in-family, White, Female, <=50K
31, Private, HS-grad,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
57, Local-gov, Bachelors,12, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
61, State-gov, Bachelors,11, Never-married, Machine-op-inspct, Not-in-family, White, Female, >50K
41, Private, HS-grad,14, Divorced, Adm-clerical, Not-in-family, White, Male, <=50K
34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, <=50K
45, Private, HS-grad,10, Divorced, ?, Not-in-family, White, Female, >50K
25, Private, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
25, Private, HS-grad,9, Divorced, Other-service, Husband, White, Male, <=50K
39, Local-gov, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
34, Local-gov, Bachelors,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
36, Private, Some-college,13, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
30, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female, <=50K
24, Private, HS-grad,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female, <=50K
31, Private, Some-college,12, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
54, ?, Some-college,10, Divorced, ?, Not-in-family, Black, Female, <=50K
26, Private, Masters,15, Never-married, Sales, Not-in-family, White, Male, <=50K
29, Private, Masters,11, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
45, Local-gov, 10th,8, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female, >50K
35, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
40, Local-gov, HS-grad,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
31, Private, Bachelors,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
23, Private, 12th,9, Never-married, Craft-repair, Husband, White, Male, <=50K
29, Private, Masters,9, Married-civ-spouse, Other-service, Husband, White, Female, >50K
54, State-gov, Prof-school,7, Divorced, Machine-op-inspct, Not-in-family, White, Female, >50K
40, Private, Some-college,9, Never-married, Sales, Not-in-family, White, Male, <=50K
47, Private, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
30, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
40, Self-emp-not-inc, Some-college,11, Married-civ-spouse, Tech-support, Husband, White, Male, <=50K
26, Private, Some-college,13, Married-civ-spouse, Sales, Wife, Black, Female, >50K
38, Private, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
39, Private, HS-grad,12, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
39, Private, HS-grad,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, <=50K
45, Private, Bachelors,13, Never-married, Sales, Husband, White, Male, >50K
45, Local-gov, Assoc-voc,8, Never-married, Farming-fishing, Husband, White, Male, <=50K
64, Self-emp-not-inc, Some-college,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
54, ?, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
44, Private, Assoc-voc,10, Never-married, Handlers-cleaners, Not-in-family, White, Female, <=50K
37, Private, HS-grad,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
57, Self-emp-inc, Some-college,7, Married-civ-spouse, Craft-repair, Husband, White, Female, >50K
27, Self-emp-not-inc, Some-college,11, Never-married, Farming-fishing, Husband, White, Male, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
54, Self-emp-not-inc, Some-college,11, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
61, Private, HS-grad,11, Divorced, Craft-repair, Not-in-family, White, Female, <=50K
61, Self-emp-not-inc, Some-college,10, Never-married, Farming-fishing, Husband, White, Male, <=50K
36, Private, HS-grad,10, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
42, Private, Some-college,12, Married-civ-spouse, Prof-specialty, Unmarried, White, Female, >50K
38, ?, HS-grad,12, Married-civ-spouse, ?, Husband, Black, Male, <=50K
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Unmarried, White, Female, >50K
38, Local-gov, 10th,11, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
59, Local-gov, Bachelors,15, Widowed, Prof-specialty, Not-in-family, White, Female, >50K
34, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male, <=50K
34, Private, HS-grad,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
57, Private, 11th,8, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
29, Private, HS-grad,12, Never-married, Sales, Not-in-family, White, Male, <=50K
28, Self-emp-not-inc, Some-college,11, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
48, Private, Some-college,8, Married-civ-spouse, Other-service, Husband, White, Male, >50K
54, Private, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
36, Self-emp-not-inc, Some-college,7, Married-civ-spouse, Craft-repair, Unmarried, White, Male, <=50K
61, Private, Some-college,12, Married-civ-spouse, Craft-repair, Unmarried, White, Female, <=50K
75, Local-gov, HS-grad,11, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
40, Private, HS-grad,7, Married-civ-spouse, Sales, Husband, White, Male, <=50K
31, Private, HS-grad,15, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
32, Private, Some-college,11, Never-married, Sales, Not-in-family, White, Male, <=50K
39, State-gov, Some-college,16, Never-married, Exec-managerial, Unmarried, White, Male, <=50K
37, Private, Some-college,12, Never-married, Adm-clerical, Unmarried, White, Female, <=50K
21, Private, Some-college,14, Never-married, Farming-fishing, Husband, White, Male, <=50K
60, Local-gov, 11th,12, Widowed, Sales, Husband, White, Male, >50K
48, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
60, ?, Some-college,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female, <=50K
51, Private, Some-college,13, Divorced, Other-service, Unmarried, White, Male, >50K
47, State-gov, Some-college,7, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
51, Private, Bachelors,14, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
42, Local-gov, HS-grad,12, Married-civ-spouse, Craft-repair, Unmarried, White, Male, <=50K
60, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
31, State-gov, Some-college,8, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
51, Local-gov, Some-college,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
50, Private, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
31, Private, 10th,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, <=50K
46, Self-emp-not-inc, HS-grad,7, Married-civ-spouse, ?, Not-in-family, Black, Male, <=50K
52, Self-emp-inc, HS-grad,11, Never-married, Sales, Own-child, White, Male, <=50K
20, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
28, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
69, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Female, >50K
46, Private, HS-grad,8, Never-married, Machine-op-inspct, Not-in-family, White, Female, >50K
36, ?, Some-college,10, Never-married, Other-service, Own-child, White, Female, >50K
55, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Female, <=50K
43, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female, <=50K
47, Private, HS-grad,11, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, <=50K
40, Self-emp-inc, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male, <=50K
24, Private, 10th,8, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
